"paper_id","title","authors","year","venue","doi","url","dblp_id"
"doi:10.1109/TC.2023.3341528","Editorial: EiC Farewell and Introduction of new EiC","Avinash Karanth","2024","IEEE-TC","10.1109/TC.2023.3341528","https://doi.org/10.1109/TC.2023.3341528","journals/tc/Karanth24"
"doi:10.1109/TC.2023.3315066","FedGKD: Toward Heterogeneous Federated Learning via Global Knowledge Distillation","Dezhong Yao","2024","IEEE-TC","10.1109/TC.2023.3315066","https://doi.org/10.1109/TC.2023.3315066","journals/tc/YaoPDWDYJXS24"
"doi:10.1109/TC.2023.3315836","Revisit and Benchmarking of Automated Quantization Toward Fair Comparison","Zheng Wei","2024","IEEE-TC","10.1109/TC.2023.3315836","https://doi.org/10.1109/TC.2023.3315836","journals/tc/WeiZJLW24"
"doi:10.1109/TC.2023.3315847","ASHL: An Adaptive Multi-Stage Distributed Deep Learning Training Scheme for Heterogeneous Environments","Zhaoyan Shen","2024","IEEE-TC","10.1109/TC.2023.3315847","https://doi.org/10.1109/TC.2023.3315847","journals/tc/ShenTZZJYZL24"
"doi:10.1109/TC.2023.3318400","Toward an SGX-Friendly Java Runtime","Mingyu Wu","2024","IEEE-TC","10.1109/TC.2023.3318400","https://doi.org/10.1109/TC.2023.3318400","journals/tc/WuLCZWYLS24"
"doi:10.1109/TC.2023.3318403","A Secure and Robust Knowledge Transfer Framework via Stratified-Causality Distribution Adjustment in Intelligent Collaborative Services","Ju Jia","2024","IEEE-TC","10.1109/TC.2023.3318403","https://doi.org/10.1109/TC.2023.3318403","journals/tc/JiaMWLD24"
"doi:10.1109/TC.2023.3318404","Applying Delta Compression to Packed Datasets for Efficient Data Reduction","Yucheng Zhang","2024","IEEE-TC","10.1109/TC.2023.3318404","https://doi.org/10.1109/TC.2023.3318404","journals/tc/ZhangJWHCZZ24"
"doi:10.1109/TC.2023.3318405","General Bootstrapping Approach for RLWE-Based Homomorphic Encryption","Andrey Kim","2024","IEEE-TC","10.1109/TC.2023.3318405","https://doi.org/10.1109/TC.2023.3318405","journals/tc/KimDECLGY24"
"doi:10.1109/TC.2023.3320040","Split-Radix Based Compact Hardware Architecture for CRYSTALS-Kyber","Wenbo Guo","2024","IEEE-TC","10.1109/TC.2023.3320040","https://doi.org/10.1109/TC.2023.3320040","journals/tc/GuoL24"
"doi:10.1109/TC.2023.3321938","Computation Off-Loading in Resource-Constrained Edge Computing Systems Based on Deep Reinforcement Learning","Chuanwen Luo","2024","IEEE-TC","10.1109/TC.2023.3321938","https://doi.org/10.1109/TC.2023.3321938","journals/tc/LuoZCHCX24"
"doi:10.1109/TC.2023.3323772","A Reliability-Critical Path Identifying Method With Local and Global Adjacency Probability Matrix in Combinational Circuits","Zhanhui Shi","2024","IEEE-TC","10.1109/TC.2023.3323772","https://doi.org/10.1109/TC.2023.3323772","journals/tc/ShiXZJ24"
"doi:10.1109/TC.2023.3323781","Enabling HW-Based Task Scheduling in Large Multicore Architectures","Lucas Morais","2024","IEEE-TC","10.1109/TC.2023.3323781","https://doi.org/10.1109/TC.2023.3323781","journals/tc/MoraisAJRAFGM24"
"doi:10.1109/TC.2023.3324477","Bit-Balance: Model-Hardware Codesign for Accelerating NNs by Exploiting Bit-Level Sparsity","Wenhao Sun","2024","IEEE-TC","10.1109/TC.2023.3324477","https://doi.org/10.1109/TC.2023.3324477","journals/tc/SunZLSCK24"
"doi:10.1109/TC.2023.3325625","An Efficient Deep Reinforcement Learning-Based Automatic Cache Replacement Policy in Cloud Block Storage Systems","Yang Zhou","2024","IEEE-TC","10.1109/TC.2023.3325625","https://doi.org/10.1109/TC.2023.3325625","journals/tc/ZhouWSF24"
"doi:10.1109/TC.2023.3325668","An Efficient and Secure Data Sharing Scheme for Edge-Enabled IoT","Jiguo Yu","2024","IEEE-TC","10.1109/TC.2023.3325668","https://doi.org/10.1109/TC.2023.3325668","journals/tc/YuYQWC24"
"doi:10.1109/TC.2023.3326977","Hybrid Edge-Cloud Collaborator Resource Scheduling Approach Based on Deep Reinforcement Learning and Multiobjective Optimization","Jiangjiang Zhang","2024","IEEE-TC","10.1109/TC.2023.3326977","https://doi.org/10.1109/TC.2023.3326977","journals/tc/ZhangNWATC24"
"doi:10.1109/TC.2023.3326982","SplitDB: Closing the Performance Gap for LSM-Tree-Based Key-Value Stores","Miao Cai","2024","IEEE-TC","10.1109/TC.2023.3326982","https://doi.org/10.1109/TC.2023.3326982","journals/tc/CaiJSY24"
"doi:10.1109/TC.2023.3327504","Cyclebite: Extracting Task Graphs From Unstructured Compute-Programs","Benjamin R. Willis","2024","IEEE-TC","10.1109/TC.2023.3327504","https://doi.org/10.1109/TC.2023.3327504","journals/tc/WillisSMDCB24"
"doi:10.1109/TC.2023.3329194","SafeDRL: Dynamic Microservice Provisioning With Reliability and Latency Guarantees in Edge Environments","Yue Zeng","2024","IEEE-TC","10.1109/TC.2023.3329194","https://doi.org/10.1109/TC.2023.3329194","journals/tc/ZengQGYZLT24"
"doi:10.1109/TC.2023.3315051","Zero and Narrow-Width Value-Aware Compression for Quantized Convolutional Neural Networks","Myeongjae Jang","2024","IEEE-TC","10.1109/TC.2023.3315051","https://doi.org/10.1109/TC.2023.3315051","journals/tc/JangKNK24"
"doi:10.1109/TC.2023.3329930","A High-Performance, Energy-Efficient Modular DMA Engine Architecture","Thomas Benz","2024","IEEE-TC","10.1109/TC.2023.3329930","https://doi.org/10.1109/TC.2023.3329930","journals/tc/BenzRSROKHB24"
"doi:10.1109/TC.2023.3329243","Correct-by-Construction Design of Custom Accelerator Microarchitectures","Jin Yang","2024","IEEE-TC","10.1109/TC.2023.3329243","https://doi.org/10.1109/TC.2023.3329243","journals/tc/YangYCR24"
"doi:10.1109/TC.2023.3305760","Unified Digit Selection for Radix-4 Recurrence Division and Square Root","David M. Harris","2024","IEEE-TC","10.1109/TC.2023.3305760","https://doi.org/10.1109/TC.2023.3305760","journals/tc/HarrisSENPT24"
"doi:10.1109/TC.2021.3065172","FAWA: Fast Adversarial Watermark Attack","Hao Jiang","2024","IEEE-TC","10.1109/TC.2021.3065172","https://doi.org/10.1109/TC.2021.3065172","journals/tc/JiangYHLWTX24"
"doi:10.1109/TC.2021.3066614","Mitigating Adversarial Attacks Based on Denoising & Reconstruction With Finance Authentication System Case Study","Juzhen Wang","2024","IEEE-TC","10.1109/TC.2021.3066614","https://doi.org/10.1109/TC.2021.3066614","journals/tc/WangHQPZ24"
"doi:10.1109/TC.2021.3072072","AUV Surfacing Control With Adversarial Attack Against DLaaS Framework","Tianze Zhang","2024","IEEE-TC","10.1109/TC.2021.3072072","https://doi.org/10.1109/TC.2021.3072072","journals/tc/ZhangMLJZ24"
"doi:10.1109/TC.2021.3073171","STR: Secure Computation on Additive Shares Using the Share-Transform-Reveal Strategy","Zhihua Xia","2024","IEEE-TC","10.1109/TC.2021.3073171","https://doi.org/10.1109/TC.2021.3073171","journals/tc/XiaGZXWX24"
