"paper_id","title","authors","year","venue","doi","url","dblp_id"
"doi:10.23919/DATE64628.2025.10992589","Poros: One-Level Architecture-Mapping Co-Exploration for Tensor Algorithms","Fuyu Wang","2025","DATE","10.23919/DATE64628.2025.10992589","https://doi.org/10.23919/DATE64628.2025.10992589","conf/date/WangS25"
"doi:10.23919/DATE64628.2025.10992691","DEAR-PIM: Processing-in-Memory Architecture with Disaggregated Execution of All-bank Requests","Jungi Hyun","2025","DATE","10.23919/DATE64628.2025.10992691","https://doi.org/10.23919/DATE64628.2025.10992691","conf/date/HyunSJLN25"
"doi:10.23919/DATE64628.2025.10992692","HiDP: Hierarchical DNN Partitioning for Distributed Inference on Heterogeneous Edge Platforms","Zain Taufique","2025","DATE","10.23919/DATE64628.2025.10992692","https://doi.org/10.23919/DATE64628.2025.10992692","conf/date/TaufiqueVMLK25"
"doi:10.23919/DATE64628.2025.10992694","Genetic Algorithm-Driven IMC Mapping for CNNs Using Mixed Quantization and MLC FeFETs","Alptekin Vardar","2025","DATE","10.23919/DATE64628.2025.10992694","https://doi.org/10.23919/DATE64628.2025.10992694","conf/date/Vardar0CLYK25"
"doi:10.23919/DATE64628.2025.10992695","Coala: Coalescion-Based Acceleration of Polynomial Multiplication for GPU Execution","Homer Gamil","2025","DATE","10.23919/DATE64628.2025.10992695","https://doi.org/10.23919/DATE64628.2025.10992695","conf/date/GamilMM25"
"doi:10.23919/DATE64628.2025.10992696","Simultaneous Denoising and Compression for DVS with Partitioned Cache-Like Spatiotemporal Filter","Qinghang Zhao","2025","DATE","10.23919/DATE64628.2025.10992696","https://doi.org/10.23919/DATE64628.2025.10992696","conf/date/ZhaoJWWS25"
"doi:10.23919/DATE64628.2025.10992697","Rhychee-FL: Robust and Efficient Hyperdimensional Federated Learning with Homomorphic Encryption","Yujin Nam","2025","DATE","10.23919/DATE64628.2025.10992697","https://doi.org/10.23919/DATE64628.2025.10992697","conf/date/NamMV0MWZVPR25"
"doi:10.23919/DATE64628.2025.10992698","Teleoperation as a Step Towards Fully Autonomous Systems","Alex Bendrick","2025","DATE","10.23919/DATE64628.2025.10992698","https://doi.org/10.23919/DATE64628.2025.10992698","conf/date/BendrickTSENSD25"
"doi:10.23919/DATE64628.2025.10992699","Modeling the SL-LET Paradigm in AUTOSAR Adaptive","Davide Bellassai","2025","DATE","10.23919/DATE64628.2025.10992699","https://doi.org/10.23919/DATE64628.2025.10992699","conf/date/BellassaiSSC025"
"doi:10.23919/DATE64628.2025.10992700","Design of an FPGA-Based Neutral Atom Rearrangement Accelerator for Quantum Computing","Xiaorang Guo","2025","DATE","10.23919/DATE64628.2025.10992700","https://doi.org/10.23919/DATE64628.2025.10992700","conf/date/GuoWSE025"
"doi:10.23919/DATE64628.2025.10992701","RT-VirtIO: Towards the Real-Time Performance of VirtIO in a Two-Tier Computing Architecture","Siwei Ye","2025","DATE","10.23919/DATE64628.2025.10992701","https://doi.org/10.23919/DATE64628.2025.10992701","conf/date/YeSZJZ25"
"doi:10.23919/DATE64628.2025.10992704","Multi-Partner Project: Key Enabling Technologies for Cognitive Computing Continuum - MYRTUS Project Perspective","Francesca Palumbo","2025","DATE","10.23919/DATE64628.2025.10992704","https://doi.org/10.23919/DATE64628.2025.10992704","conf/date/PalumboRRZFRDC25"
"doi:10.23919/DATE64628.2025.10992705","PFASware: Quantifying the Environmental Impact of Per- and Polyfluoroalkyl Substances (PFAS) in Computing Systems","Mariam Elgamal","2025","DATE","10.23919/DATE64628.2025.10992705","https://doi.org/10.23919/DATE64628.2025.10992705","conf/date/ElgamalMW0H25"
"doi:10.23919/DATE64628.2025.10992706","Efficient Approximate Logic Synthesis with Dual-Phase Iterative Framework","Ruicheng Dai","2025","DATE","10.23919/DATE64628.2025.10992706","https://doi.org/10.23919/DATE64628.2025.10992706","conf/date/DaiWLSXNLQ25"
"doi:10.23919/DATE64628.2025.10992707","De2r: Unifying DVFS and Early-Exit for Embedded AI Inference via Reinforcement Learning","Yuting He","2025","DATE","10.23919/DATE64628.2025.10992707","https://doi.org/10.23919/DATE64628.2025.10992707","conf/date/HeLLYWDR025"
"doi:10.23919/DATE64628.2025.10992708","Cybersecurity Challenges of Autonomous Systems","Mohammad Hamad","2025","DATE","10.23919/DATE64628.2025.10992708","https://doi.org/10.23919/DATE64628.2025.10992708","conf/date/HamadPALBZSS25"
"doi:10.23919/DATE64628.2025.10992710","A Two-level SLC Cache Hierarchy for Hybrid SSDs","Li Cai","2025","DATE","10.23919/DATE64628.2025.10992710","https://doi.org/10.23919/DATE64628.2025.10992710","conf/date/CaiS0WTC025"
"doi:10.23919/DATE64628.2025.10992711","DAMIL-DCIM: A Digital CIM Layout Synthesis Framework with Dataflow-Aware Floorplan and MILP-Based Detailed Placement","Chuyu Wang","2025","DATE","10.23919/DATE64628.2025.10992711","https://doi.org/10.23919/DATE64628.2025.10992711","conf/date/WangH00025"
"doi:10.23919/DATE64628.2025.10992712","Distributed Inference with Minimal Off-Chip Traffic for Transformers on Low-Power MCUs","Severin Bochem","2025","DATE","10.23919/DATE64628.2025.10992712","https://doi.org/10.23919/DATE64628.2025.10992712","conf/date/BochemJP0B25"
"doi:10.23919/DATE64628.2025.10992715","Filter-Based Adaptive Model Pruning for Efficient Incremental Learning on Edge Devices","Jing-Jia Hung","2025","DATE","10.23919/DATE64628.2025.10992715","https://doi.org/10.23919/DATE64628.2025.10992715","conf/date/HungCCKY25"
"doi:10.23919/DATE64628.2025.10992716","CPP-SGS: Cycle-Accurate Power Prediction Framework via SNN and Genetic Signal Selection","Tong Liu","2025","DATE","10.23919/DATE64628.2025.10992716","https://doi.org/10.23919/DATE64628.2025.10992716","conf/date/LiuJL25"
"doi:10.23919/DATE64628.2025.10992717","Algorithm-Hardware Co-Design of a Unified Accelerator for Non-Linear Functions in Transformers","Haonan Du","2025","DATE","10.23919/DATE64628.2025.10992717","https://doi.org/10.23919/DATE64628.2025.10992717","conf/date/DuWCZSYZ25"
"doi:10.23919/DATE64628.2025.10992720","FVEval: Understanding Language Model Capabilities in Formal Verification of Digital Hardware","Minwoo Kang","2025","DATE","10.23919/DATE64628.2025.10992720","https://doi.org/10.23919/DATE64628.2025.10992720","conf/date/KangLHSR25"
"doi:10.23919/DATE64628.2025.10992721","Multi-Partner Project: Twinning for Excellence in Reliable Electronics (TWIN-RELECT)","Marko S. Andjelkovic","2025","DATE","10.23919/DATE64628.2025.10992721","https://doi.org/10.23919/DATE64628.2025.10992721","conf/date/Andjelkovic0KDM25"
"doi:10.23919/DATE64628.2025.10992722","Late Breaking Results: A RISC-V ISA Extension for Chaining in Scalar Processors","Luca Colagrande","2025","DATE","10.23919/DATE64628.2025.10992722","https://doi.org/10.23919/DATE64628.2025.10992722","conf/date/ColagrandeJB25"
"doi:10.23919/DATE64628.2025.10992725","Optimizing Qubit Assignment in Modular Quantum Systems via Attention-Based Deep Reinforcement Learning","Enrico Russo","2025","DATE","10.23919/DATE64628.2025.10992725","https://doi.org/10.23919/DATE64628.2025.10992725","conf/date/0002PPAC25"
"doi:10.23919/DATE64628.2025.10992726","A High-Performance and Flexible Accelerator for Dynamic Graph Convolutional Networks","Yingnan Zhao","2025","DATE","10.23919/DATE64628.2025.10992726","https://doi.org/10.23919/DATE64628.2025.10992726","conf/date/00010L25"
"doi:10.23919/DATE64628.2025.10992727","From Gates to SDCs: Understanding Fault Propagation Through the Compute Stack","Odysseas Chatzopoulos","2025","DATE","10.23919/DATE64628.2025.10992727","https://doi.org/10.23919/DATE64628.2025.10992727","conf/date/Chatzopoulos0GD25"
"doi:10.23919/DATE64628.2025.10992728","Exploring Dendritic Computation in Bio-Inspired Architectures for Dynamic Programming","Anup Das","2025","DATE","10.23919/DATE64628.2025.10992728","https://doi.org/10.23919/DATE64628.2025.10992728","conf/date/Das25"
"doi:10.23919/DATE64628.2025.10992729","Multi-Partner Project: Green.Dat.AI: A Data Spaces Architecture for Enhancing Green AI Services","Ioannis Chrysakis","2025","DATE","10.23919/DATE64628.2025.10992729","https://doi.org/10.23919/DATE64628.2025.10992729","conf/date/ChrysakisATVCTM25"
"doi:10.23919/DATE64628.2025.10992730","Fast Dynamic IR-Drop Prediction with Dual-Path Spatial-Temporal Attention","Bangqi Fu","2025","DATE","10.23919/DATE64628.2025.10992730","https://doi.org/10.23919/DATE64628.2025.10992730","conf/date/FuLWWWY25"
"doi:10.23919/DATE64628.2025.10992732","ASNPC: An Automated Generation Framework for SNN and Neuromorphic Processor Co-Design","Xiangyu Wang","2025","DATE","10.23919/DATE64628.2025.10992732","https://doi.org/10.23919/DATE64628.2025.10992732","conf/date/WangLYXXCXW25"
"doi:10.23919/DATE64628.2025.10992733","Loading-Aware Mixing-Efficient Sample Preparation on Programmable Microfluidic Device","Debraj Kundu","2025","DATE","10.23919/DATE64628.2025.10992733","https://doi.org/10.23919/DATE64628.2025.10992733","conf/date/KunduTYS25"
"doi:10.23919/DATE64628.2025.10992734","Improving Chip Design Enablement for Universities in Europe - A Position Paper","Lukas Krupp","2025","DATE","10.23919/DATE64628.2025.10992734","https://doi.org/10.23919/DATE64628.2025.10992734","conf/date/KruppOBSRW25"
"doi:10.23919/DATE64628.2025.10992735","Hybrid Exact and Heuristic Efficient Transistor Network Optimization for Multi-Output Logic","Lang Feng","2025","DATE","10.23919/DATE64628.2025.10992735","https://doi.org/10.23919/DATE64628.2025.10992735","conf/date/0001LK25"
"doi:10.23919/DATE64628.2025.10992737","Application of Formal Methods (SAT/SMT) to the Design of Constrained Codes","Sunil Sudhakaran","2025","DATE","10.23919/DATE64628.2025.10992737","https://doi.org/10.23919/DATE64628.2025.10992737","conf/date/SudhakaranBH25"
"doi:10.23919/DATE64628.2025.10992738","Adaptive Branch-and-Bound Tree Exploration for Neural Network Verification","Kota Fukuda","2025","DATE","10.23919/DATE64628.2025.10992738","https://doi.org/10.23919/DATE64628.2025.10992738","conf/date/FukudaZZS025"
"doi:10.23919/DATE64628.2025.10992739","Multi-Partner Project: Safe, Secure and Dependable Multi-UAV Systems for Search and Rescue Operations","Panagiota Nikolaou","2025","DATE","10.23919/DATE64628.2025.10992739","https://doi.org/10.23919/DATE64628.2025.10992739","conf/date/NikolaouSSAMAHL25"
"doi:10.23919/DATE64628.2025.10992740","Multi-Partner Project: Electric Vehicle Data Acquisition and Valorisation: A Perspective from the OPEVA Project","Alper Kanak","2025","DATE","10.23919/DATE64628.2025.10992740","https://doi.org/10.23919/DATE64628.2025.10992740","conf/date/KanakEAAIHYKOEK25"
"doi:10.23919/DATE64628.2025.10992741","DAOP: Data-Aware Offloading and Predictive Pre-Calculation for Efficient MoE Inference","Yujie Zhang","2025","DATE","10.23919/DATE64628.2025.10992741","https://doi.org/10.23919/DATE64628.2025.10992741","conf/date/ZhangAM25"
"doi:10.23919/DATE64628.2025.10992745","DyLGNN: Efficient LM-GNN Fine-Tuning with Dynamic Node Partitioning, Low-Degree Sparsity, and Asynchronous Sub-Batch","Zhen Yu","2025","DATE","10.23919/DATE64628.2025.10992745","https://doi.org/10.23919/DATE64628.2025.10992745","conf/date/Yu0XHYXD25"
"doi:10.23919/DATE64628.2025.10992746","Slipstream: Semantic-Based Training Acceleration for Recommendation Models","Yassaman Ebrahimzadeh Maboud","2025","DATE","10.23919/DATE64628.2025.10992746","https://doi.org/10.23919/DATE64628.2025.10992746","conf/date/MaboudA0N25"
"doi:10.23919/DATE64628.2025.10992747","REAP-NVM: Resilient Endurance-Aware NVM-Based PUF Against Learning-Based Attacks","Hassan Nassar","2025","DATE","10.23919/DATE64628.2025.10992747","https://doi.org/10.23919/DATE64628.2025.10992747","conf/date/NassarWYHC25"
"doi:10.23919/DATE64628.2025.10992749","SpikeStream: Accelerating Spiking Neural Network Inference on RISC-V Clusters with Sparse Computation Extensions","Simone Manoni","2025","DATE","10.23919/DATE64628.2025.10992749","https://doi.org/10.23919/DATE64628.2025.10992749","conf/date/ManoniSZABB25"
"doi:10.23919/DATE64628.2025.10992750","Using OFF-set only for Corrupting Circuit to Resist Structural Attack in CAC Locking","Hsiang-Chun Cheng","2025","DATE","10.23919/DATE64628.2025.10992750","https://doi.org/10.23919/DATE64628.2025.10992750","conf/date/ChengWH25"
"doi:10.23919/DATE64628.2025.10992751","LLM4GV: An LLM-Based Flexible Performance-Aware Framework for GEMM Verilog Generation","Dingyang Zou","2025","DATE","10.23919/DATE64628.2025.10992751","https://doi.org/10.23919/DATE64628.2025.10992751","conf/date/ZouZSWW025"
"doi:10.23919/DATE64628.2025.10992752","SmartMap: Architecture-Agnostic CGRA Mapping Using Graph Traversal and Reinforcement Learning","Fabio T. Ramos","2025","DATE","10.23919/DATE64628.2025.10992752","https://doi.org/10.23919/DATE64628.2025.10992752","conf/date/0001RJVFN25"
"doi:10.23919/DATE64628.2025.10992756","SparSynergy: Unlocking Flexible and Efficient DNN Acceleration Through Multi-Level Sparsity","Jingkui Yang","2025","DATE","10.23919/DATE64628.2025.10992756","https://doi.org/10.23919/DATE64628.2025.10992756","conf/date/YangWSYCHTCS25"
"doi:10.23919/DATE64628.2025.10992757","OpenMFDA: Microfluidic Design Automation in Three Dimensions","Ashton Snelgrove","2025","DATE","10.23919/DATE64628.2025.10992757","https://doi.org/10.23919/DATE64628.2025.10992757","conf/date/SnelgroveWSTG25"
"doi:10.23919/DATE64628.2025.10992758","Criticality and Requirement Aware Heterogeneous Coherence for Mixed Criticality Systems","Safin Bayes","2025","DATE","10.23919/DATE64628.2025.10992758","https://doi.org/10.23919/DATE64628.2025.10992758","conf/date/Bayes025"
"doi:10.23919/DATE64628.2025.10992759","Three Eyed Raven: An On-Chip Side Channel Analysis Framework for Run-Time Evaluation","M. Dhilipkumar","2025","DATE","10.23919/DATE64628.2025.10992759","https://doi.org/10.23919/DATE64628.2025.10992759","conf/date/DhilipkumarBR25"
