"paper_id","arxiv_id","s2_paper_id","title","authors","year","venue","abstract","source","categories","citation_count","url","doi","published_date","crawled_date","keep","notes"
"doi:10.1109/MM.2024.3354368","","2663416c89673c20cb13fce37c0e9fddee0d7b42","Computing With COOL Chips","Hsien-Hsin S. Lee","2024","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2024.3354368","10.1109/MM.2024.3354368","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2024.3353949","","","Special Issue on COOL Chips","Ryusuke Egawa","2024","IEEE-MICRO","[abstract unavailable]","dblp","","0","https://doi.org/10.1109/MM.2024.3353949","10.1109/MM.2024.3353949","","2026-04-08","",""
"doi:10.1109/MM.2023.3285529","","5dd050c4c64f9ee7ee5f91466e2c6fb6cb8b6191","A Compressed Spiking Neural Network Onto a Memcapacitive In-Memory Computing Array","Reon Oshio","2024","IEEE-MICRO","Spiking neural networks (SNNs) enable the execution of deep learning-compatible tasks and approximation algorithms with low latency and low power consumption by operating on a neuromorphic system. Adopting analog in-memory computing (AiMC) in a neuromorphic system can build a system that has an advantage in memory density over a pure digital implementation. However, sensing the AiMC output with simple circuitry inevitably leads to unintended nonlinearities. In this study, we design a neuromorphic circuit using memcapacitive AiMC synapses with ultra-low power. We combine circuit nonlinearity-aware training (CNAT) with network compression techniques to prevent the SNN from losing accuracy caused by the neuron circuit’s nonlinearity and the synapse’s low resolution. The training runs on a machine learning framework and does not need to incorporate computationally intensive SPICE simulations. As simulated, our circuit performs MNIST classifications with almost no loss from ideal accuracy (97.64%) and consumes 15.7 nJ per inference.","dblp","Computer Science","2","https://doi.org/10.1109/MM.2023.3285529","10.1109/MM.2023.3285529","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2023.3328965","","4c4226464326367c50684739800a7193eb520c85","A Low-Power Artificial-Intelligence-Based 3-D Rendering Processor With Hybrid Deep Neural Network Computing","Donghyeon Han","2024","IEEE-MICRO","A low-power artificial intelligence (AI)-based 3-D rendering processor is proposed for metaverse solutions in mobile platforms. It suggests a brain-inspired rendering acceleration architecture designed with a visual perception core. It removes useless computations by realizing 1) spatial attention, 2) temporal familiarity, and 3) top-down attention. The remaining deep neural network (DNN) inference tasks are accelerated by a hybrid neural engine that utilizes both coarse-grained and fine-grained sparsity exploitation simultaneously. It divides the DNN tasks into sparse and dense data and allocates them to the two different neural engines, which focus on zero skipping and data reusability, respectively. Thanks to the centrifugal sampling-based workload prediction, it can dynamically divide DNN computations while minimizing peak signal-to-noise ratio loss caused by the prediction. Fabricated with 28-nm CMOS technology, the processor successfully demonstrates a maximum 118 frames-per-second rendering while consuming 99.95% lower power compared with modern GPUs.","dblp","Computer Science","1","https://doi.org/10.1109/MM.2023.3328965","10.1109/MM.2023.3328965","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2023.3330169","","76709d82c2b7ff167d54d6399817a4a9c78580e4","COOL-NPU: Complementary Online Learning Neural Processing Unit","Sangyeob Kim","2024","IEEE-MICRO","The authors propose a complementary online learning neural processing unit (COOL-NPU) to implement a highly accurate and high-energy-efficient online learning system. It reduces the energy consumption by combining the training methods of convolutional neural network (CNN) and spiking neural network (SNN) and eliminates the power overhead due to the redundant weight update by training trigger with SNN gradient. The proposed SNN core reduces the energy consumption of SNN-gradient generation by two-step encoding and reduces inference power by hierarchical cache with lookup table -mode. In addition, it supports neuron-level event-driven backward operation to maximize the effect of the training trigger. Fabricated with Samsung 28-nm CMOS technology, the COOL-NPU achieves 6.94 mJ/frame and 0.73 mAP for object detection, resulting in 47.7% energy reduction with a slight accuracy loss compared to previous state of the art.","dblp","Computer Science","1","https://doi.org/10.1109/MM.2023.3330169","10.1109/MM.2023.3330169","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2023.3335354","","d47afbc87751ae9a018586610df2673bfed5bf12","Cachet: Low-Overhead Integrity Verification on Metadata Cache in Secure Nonvolatile Memory Systems","Tatsuya Kubo","2024","IEEE-MICRO","Data confidentiality, integrity, and persistence are essential in secure nonvolatile memory (NVM) systems. However, coupling authenticated memory encryption with security metadata persistence incurs nonnegligible performance overheads. Particularly, the integrity update process for the metadata cache bottlenecks execution performance. In this article, we propose Cachet, a novel integrity verification scheme. Instead of integrity trees, which require multiple hash calculations to update their integrity, Cachet employs set hash functions to authenticate the metadata cache. The observation that underlies Cachet is that the integrity of the metadata cache is never verified at runtime, and the recovery process necessitates the restoration of all data within the metadata cache. Cachet allows the metadata integrity update with two parallel hash calculations, without imposing additional overheads during system recovery. Our evaluation results show that Cachet reduces execution time by 21%, NVM writes by 30%, and power consumption overheads by 22% compared to state-of-the-art solutions.","dblp","Computer Science","0","https://doi.org/10.1109/MM.2023.3335354","10.1109/MM.2023.3335354","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2023.3337094","","ae36ffc640e6bb15839ca3267a3a8f70e2799d14","Privacy by Memory Design: Visions and Open Problems","Jianqing Liu","2024","IEEE-MICRO","The threat to data privacy has never been more alarming than it is today. Among existing privacy-enhancing technologies, differential privacy (DP) is widely accepted as the de facto standard for privacy preservation. Yet, the software-based implementation of DP mechanisms is neither friendly for lightweight devices nor secure against side-channel attacks. In this article, we propose a first-of-its-kind design regime that realizes DP in hardware memories. The salient feature of this novel design lies in its transformation of the notorious memory noises at subnominal voltages into the desired DP noises, thereby achieving power savings and privacy preservation simultaneously: a “win-win” outcome. We demonstrate the feasibility of this design regime using a 1-Kb memory prototype based on 45-nm technology. For future prospects, a research road map that contains open research problems is delineated for the broad research community.","dblp","Computer Science","5","https://doi.org/10.1109/MM.2023.3337094","10.1109/MM.2023.3337094","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2023.3304425","","20e4268f3570eb7d259a1c34dec8c5cb0357d0c1","Acceleration of a Classic McEliece Postquantum Cryptosystem With Cache Processing","Cyrius Nugier","2024","IEEE-MICRO","The National Institute of Standards and Technology’s postquantum cryptography standardization process is in its fourth round, with a first key encapsulation mechanism standard based on learning with errors and three candidates based on error-correcting codes. These primitives’ implementation are designed to be optimal on classical hardware architecture targets. However, emerging architectures with processing in memory (PIM), made to be multipurpose, contrary to cryptographic coprocessors, have proven their efficiency in multiple use cases and show better overall computational speed. In this article, we show that classic McEliece performance can be improved on PIM architectures. Notably, the public-key-generation benefits of a 12.6× speedup on architectures with bit-line operations. We also describe an open source RISC-V simulator specifically developed for our experiments, including both in-cache and vectored operations. We discuss how these architecture changes may open the possibility of redesigning primitives or parameter sets for better efficiency.","dblp","Computer Science","8","https://doi.org/10.1109/MM.2023.3304425","10.1109/MM.2023.3304425","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2024.3353948","","3798922d84c4595e38ed2d88f30c0b3839b639c0","Analysis of Historical Patenting Behavior and Patent Characteristics of Computer Architecture Companies - Part VIII: Patent Families","Joshua J. Yi","2024","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","1","https://doi.org/10.1109/MM.2024.3353948","10.1109/MM.2024.3353948","2024-01-01","2026-04-08","",""
"doi:10.1109/MM.2023.3339186","","da6964e8d22059bb489c156b161d811cf19db1fd","After the Gold Rush","Shane Greenstein","2024","IEEE-MICRO","DAWSON CITY, Yukon Territory, leans on the side of the glacier-silted Yukon river. The mountains that rise almost from the city itself are dotted with crumbled, dusty rock piles, the remains of forgotten gold mines of lustier years...","dblp","Geography; Computer Science","0","https://doi.org/10.1109/MM.2023.3339186","10.1109/MM.2023.3339186","2024-01-01","2026-04-08","",""
