"paper_id","arxiv_id","s2_paper_id","title","authors","year","venue","abstract","source","categories","citation_count","url","doi","published_date","crawled_date","keep","notes"
"doi:10.1109/MM.2021.3134830","","4399a39fda125aa09517beeea7afe28e38791daa","ISOBlue Avena: A Framework for Agricultural Edge Computing and Data Sovereignty","Andrew D. Balmos","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","8","https://doi.org/10.1109/MM.2021.3134830","10.1109/MM.2021.3134830","2022-01-01","2026-04-08","",""
"doi:10.1109/MM.2021.3137536","","f73f05fab178cf86dec7679cdfffac6849379f2a","Special Issue on In-Memory Computing","Reetuparna Das","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","1","https://doi.org/10.1109/MM.2021.3137536","10.1109/MM.2021.3137536","2022-01-01","2026-04-08","",""
"doi:10.1109/MM.2021.3131114","","91bfa9a019d7114f50a4ddb5a44945add82005cb","Temperature-Resilient RRAM-Based In-Memory Computing for DNN Inference","Jian Meng","2022","IEEE-MICRO","Resistive random access memory (RRAM)-based in-memory computing (IMC) has emerged as a promising paradigm for efficient deep neural network (DNN) acceleration. However, the multibit RRAMs often suffer from nonideal characteristics such as drift and retention failure against temperature changes, leading to significant inference accuracy degradation. In this article, we present a new temperature-resilient RRAM-based IMC scheme for reliable DNN inference hardware. From a 90-nm RRAM prototype chip, we first measure the retention characteristics of multilevel HfO$\mathbf {_2}$2 RRAMs at various temperatures up to 120$^{\circ }$∘C, and then rigorously model the temperature-dependent RRAM retention behavior. We propose a novel and efficient DNN training/inference scheme along with the system-level hardware design to resolve the temperature-dependent retention issues with one-time DNN deployment. Employing the proposed scheme on a 256×256 RRAM array with the circuit-level benchmark simulator NeuroSim, we demonstrate robust RRAM IMC-based DNN inference where $>$>30% CIFAR-10 accuracy and $>$>60% TinyImageNet accuracy are recovered against temperature variations.","dblp","Computer Science","25","https://doi.org/10.1109/MM.2021.3131114","10.1109/MM.2021.3131114","2022-01-01","2026-04-08","",""
"doi:10.1109/MM.2021.3096236","","7802c7e47e1e7812193413a53409501216cd35d6","ECIM: Exponent Computing in Memory for an Energy-Efficient Heterogeneous Floating-Point DNN Training Processor","Juhyoung Lee","2022","IEEE-MICRO","The authors propose a heterogeneous floating-point (FP) computing architecture to maximize energy efficiency by separately optimizing exponent processing and mantissa processing. The proposed exponent-computing-in-memory architecture and mantissa-free exponent-computing algorithm reduce the power consumption of both memory and FP MAC while resolving previous FP computing-in-memory processors’ limitations. Also, a bfloat16 DNN training processor with proposed features and sparsity exploitation support is implemented and fabricated in 28-nm CMOS technology. It achieves 13.7-TFLOPS/W energy efficiency while supporting FP operations with CIM architecture.","dblp","Computer Science","8","https://doi.org/10.1109/MM.2021.3096236","10.1109/MM.2021.3096236","2021-07-13","2026-04-08","",""
"doi:10.1109/MM.2021.3136189","","1d0223bb9da24a818fbfccc51faeabb0c7151705","Supporting Moderate Data Dependency, Position Dependency, and Divergence in PIM-Based Accelerators","Marzieh Lenjani","2022","IEEE-MICRO","Processing in memory (PIM) can alleviate the data movement overhead. However, PIM units built inside memory layers have low frequency, and this requires high parallelism to compensate for the low clock frequency. Single-instruction–multiple-data (SIMD) architectures can provide high parallelism for PIM with low overhead per arithmetic logic unit (ALU) operation. In SIMD, multiple ALUs perform the same instruction, and the processing unit accesses multiple consecutive words at once. Therefore, the control and access overhead is amortized among ALU operations. However, SIMD units cannot fully exploit the available word-level parallelism for 1) operations with data/position dependency or 2) operations with divergence (where different operations are performed on different words). A recent work, Fulcrum, proposes a subarray-level PIM design with high parallelism. This article discusses how Fulcrum alleviates the control and access overhead while exploiting word-level parallelism for operations with data/position dependency and divergence. We evaluate Fulcrum against bank-level SIMD architectures to highlight these benefits.","dblp","Computer Science","2","https://doi.org/10.1109/MM.2021.3136189","10.1109/MM.2021.3136189","2022-01-01","2026-04-08","",""
"doi:10.1109/MM.2021.3097700","","1d5617db4c7c05d3dbb5e7e319d9b51572fd6412","Near-Memory Processing in Action: Accelerating Personalized Recommendation With AxDIMM","Liu Ke","2022","IEEE-MICRO","Near-memory processing (NMP) is a prospective paradigm enabling memory-centric computing. By moving the compute capability next to the main memory (DRAM modules), it can fundamentally address the CPU-memory bandwidth bottleneck and thus effectively improve the performance of memory-constrained workloads. Using the personalized recommendation system as a driving example, we developed a scalable, practical DIMM-based NMP solution tailor-designed for accelerating the inference serving. Our solution is demonstrated on a versatile FPGA-enabled NMP platform called AxDIMM that allows rapid prototyping and evaluation of NMP’s performance potential on real hardware under a realistic system setting using industry-representative recommendation framework. We experimentally validated the performance of a two-ranked AxDIMM prototype, which achieves up to 1.89× speedup in latency and 31.6% memory energy saving for embedding operations. For end-to-end recommendation inference serving, AxDIMM improves the throughput up to 1.5× and latency-bounded throughput up to 1.77×, respectively.","dblp","Computer Science","121","https://doi.org/10.1109/MM.2021.3097700","10.1109/MM.2021.3097700","2021-07-16","2026-04-08","",""
"doi:10.1109/MM.2021.3135860","","438997cd9f4114c9dfaf200efa4d403ba7ea9863","Analysis of Historical Patenting Behavior and Patent Characteristics of Computer Architecture Companies - Part II: Prosecution Time and Effective Patent Term Length","Joshua J. Yi","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2021.3135860","10.1109/MM.2021.3135860","2022-01-01","2026-04-08","",""
"doi:10.1109/MM.2021.3129395","","0a8f531c97e25c9b0c9fd611f49a1964f007996d","Google and Apple Signed a Deal","Shane Greenstein","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2021.3129395","10.1109/MM.2021.3129395","2022-01-01","2026-04-08","",""
"doi:10.1109/MM.2022.3155994","","7effae06342bc946f664e0568eeee19707765b00","Special Issue on Cool Chips and Hot Interconnects","Lizy Kurian John","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2022.3155994","10.1109/MM.2022.3155994","","2026-04-08","",""
"doi:10.1109/MM.2022.3149086","","aecb2d71cac0126a2eb4fee52e453e41102c1ebf","Special Issue on Cool Chips","Makoto Ikeda","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","1","https://doi.org/10.1109/MM.2022.3149086","10.1109/MM.2022.3149086","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2021.3134968","","dd3c540f4c70940d516f8f5335a57139f69686d0","LSFQ: A Low-Bit Full Integer Quantization for High-Performance FPGA-Based CNN Acceleration","Zhenshan Bao","2022","IEEE-MICRO","The effective implementation of quantization depends not only on the specific task but also on the hardware resources. This article presents a hardware-aware customized quantization method for convolutional neural networks. We propose a learnable parameter soft clipping full integer quantization (LSFQ), which includes weight and activation quantization with the learnable clipping parameters. Moreover, the LSFQ accelerator architecture is customized on the field-programmable gate array (FPGA) platform to verify the hardware awareness of our method, in which DSP48E2 is designed to realize the parallel computation of six low-bit integer multiplications. The results showed that the accuracy loss of LSFQ is less than 1% compared with the full-precision models including VGG7, mobile-net v2 in CIFAR10, and CIFAR100. An LSFQ accelerator was demonstrated at the 57th IEEE/ACM Design Automation Conference System Design Contest (DAC-SDC) and won the championship at the FPGA track.","dblp","Computer Science","7","https://doi.org/10.1109/MM.2021.3134968","10.1109/MM.2021.3134968","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2021.3135457","","ae0f95a32084a878f68d05eb574f4dbeb330a830","A Mobile DNN Training Processor With Automatic Bit Precision Search and Fine-Grained Sparsity Exploitation","Donghyeon Han","2022","IEEE-MICRO","In this article, an energy-efficient deep learning processor is proposed for deep neural network (DNN) training in mobile platforms. Conventional mobile DNN training processors suffer from high-bit precision requirement and high ReLU-dependencies. The proposed processor breaks through these fundamental issues by adopting three new features. It first combines the runtime automatic bit precision searching method addition to both conventional dynamic fixed-point representation and stochastic rounding to realize low-precision training. It adopts bit-slice scalable core architecture with the input skipping functionality to exploit bit-slice-level fine-grained sparsity. The iterative channel reordering unit helps the processor to maintain high core utilization by solving the workload unbalancing problem during zero-slice skipping. It finally achieves at least 4.4× higher energy efficiency compared with the conventional DNN training processors.","dblp","Computer Science","1","https://doi.org/10.1109/MM.2021.3135457","10.1109/MM.2021.3135457","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2021.3136882","","e5f8c7b4532f556d5d387645becbc643f847b1fd","Co-Design and System for the Supercomputer ""Fugaku""","Mitsuhisa Sato","2022","IEEE-MICRO","The supercomputer “Fugaku” is an exascale manycore-based parallel system developed as a Japanese national flagship supercomputer in the FLAGSHIP 2020 Project. While “Fugaku” was ranked first for several benchmarks such as TOP500, HPCG, HPL-AI, and Graph500 in 2020, the major design concept is the application-first concept by the co-design for power efficiency and high performance. We have designed an original manycore processor based on Armv8 instruction sets with the scalable vector extension, A64FX processor, with Fujitsu, our industry partner. The system consists of 158,976 nodes with 7.6 million cores in total and a theoretical peak of 537 Peta Floating-point Operations Per Second in double-precision floating points, connected by Tofu-D interconnect. The high performance computing (HPC)-oriented design enables an extremely good performance for memory-intensive workloads thanks to HBM2 memory with breakthrough power efficiency. In this article, we present the pragmatic practice of our co-design effort for “Fugaku” followed by an overview and the performance of “Fugaku.”","dblp","Computer Science","25","https://doi.org/10.1109/MM.2021.3136882","10.1109/MM.2021.3136882","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2022.3151214","","17ee0695a1db5ecfae95f4f7788871aaa22798d6","Special Issue on Hot Interconnects","Sayan Ghosh","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2022.3151214","10.1109/MM.2022.3151214","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2021.3137807","","5b8561525c637aab400dc2b5cf8387a4234eb228","A Low-Latency and Low-Power Approach for Coherency and Memory Protocols on PCI Express 6.0 PHY at 64.0 GT/s With PAM-4 Signaling","Debendra Das Sharma","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2021.3137807","10.1109/MM.2021.3137807","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2021.3139092","","44b2a0f59e935666b650de46a7a719a14f65f472","Accelerating Allreduce With In-Network Reduction on Intel PIUMA","Kartik Lakhotia","2022","IEEE-MICRO","The Intel Programmable Integrated Unified Memory Architecture (PIUMA) system maps collective operations directly into the network switches and supports pipelined embeddings for high-throughput collective computation. Utilizing these features and PIUMA’s network topology, we develop a methodology to generate extremely low latency embeddings for in-network Allreduce. Our analysis shows that the proposed in-network Allreduce is highly scalable, with less than 1.5-μs single-element latency on 16K nodes. Compared to host-based Allreduce, it exhibits 36× less latency and 3.5× higher throughput. With deep neural network training as an example, we further demonstrate the benefits of our in-network Allreduce on end-user applications.","dblp","Computer Science","7","https://doi.org/10.1109/MM.2021.3139092","10.1109/MM.2021.3139092","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2021.3139027","","8b449cd6be00eaaa6c79933c12df9b28aea5631d","Optimizing Distributed DNN Training Using CPUs and BlueField-2 DPUs","Arpan Jain","2022","IEEE-MICRO","The deep learning (DL) training process consists of multiple phases—data augmentation, training, and validation of the trained model. Traditionally, these phases are executed either on the central processing units or graphics processing units in a serial fashion due to lack of additional computing resources to offload independent phases of DL training. Recently, Mellanox/NVIDIA introduced the BlueField-2 data processing units (DPUs), which combine the advanced capabilities of traditional application-specific-integrated-circuit-based network adapters with an array of ARM processors. In this article, we explore how to take advantage of the additional ARM cores on the BlueField-2 DPUs. We propose and evaluate multiple novel designs to efficiently offload the phases of DL training to the DPUs. Our experimental results show that the proposed designs are able to deliver up to 17.5% improvement in overall DL training time. To the best of our knowledge, this is the first work to explore the use of DPUs to accelerate DL training.","dblp","Computer Science","10","https://doi.org/10.1109/MM.2021.3139027","10.1109/MM.2021.3139027","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2021.3139392","","7a028bbd8df4b3621906e4af4c25819ee4f74850","Polarized Routing for Large Interconnection Networks","Cristóbal Camarero","2022","IEEE-MICRO","Supercomputers and datacenters comprise hundreds of thousands of servers. Different network topologies have been proposed to attain such a high scalability, from flattened Butterfly and Dragonfly to the most disruptive Jellyfish, which is based on a random graph. The routing problem on such networks remains a challenge that can be tackled either as a topology-aware solution or with an agnostic approach. The case of random networks is a very special one since no a priori topological clues can be exploited. In this article, we introduce the polarized routing algorithm, an adaptive nonminimal hop-by-hop mechanism that can be used in most of topologies, including Jellyfish. Polarized routing follows two design criteria: a source–destination symmetry in the routes and avoiding backtracking. Experimental evaluation proves that polarized routing not only outperforms other routings in random graphs but also attains the best performance provided by ad hoc solutions for specific outstanding low-diameter interconnection networks.","dblp","Computer Science","2","https://doi.org/10.1109/MM.2021.3139392","10.1109/MM.2021.3139392","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2022.3148670","","64b41a6723b367bb49a071e6afe6b25c473710b0","Accelerating Deep Learning Using Interconnect-Aware UCX Communication for MPI Collectives","Yiltan Hassan Temuçin","2022","IEEE-MICRO","Deep learning workloads on modern multi-graphics processing unit (GPU) nodes are highly dependent on intranode interconnects, such as NVLink and PCIe, for high-performance communication. In this article, we take on the challenge to design an interconnect-aware multipath GPU-to-GPU communication using unified communication X (UCX) to utilize all available bandwidth for both NVLink-based systems and those that use a mixture of NVLink and PCIe. Our proposed multipath data transfer mechanism pipelines and stripes the message across multiple intrasocket communication channels and memory regions to achieve 1.84× higher bandwidth for Open message passing interface (MPI) on NVLink-based systems and 1.23× on NVLink and PCIe systems. We then utilize this mechanism to propose a three-stage hierarchical, pipelined MPI_Allreduce design as well as a flat pipelined two-stage algorithm for two different node topologies. For large messages, our proposed algorithms achieve a high speedup when compared to other MPI implementations. We also observe significant speedup for the proposed MPI_Allreduce with Horovod + TensorFlow with a variety of deep learning models.","dblp","Computer Science","12","https://doi.org/10.1109/MM.2022.3148670","10.1109/MM.2022.3148670","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2022.3150818","","025f995b0c30e811ce2f616d7450eaaeda8896c1","Review of Patents Issued to Computer Architecture Companies in 2021 [Micro Law]","Joshua J. Yi","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2022.3150818","10.1109/MM.2022.3150818","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2022.3151204","","df81ef5ac8cde805d41fd71b80ab51083629a2d6","Time for a Change in U.S. Antitrust for Technology?","Shane Greenstein","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","1","https://doi.org/10.1109/MM.2022.3151204","10.1109/MM.2022.3151204","2022-03-01","2026-04-08","",""
"doi:10.1109/MM.2022.3166680","","111a282467006b7b01574380c34a5b074190fa27","Hot Chips 33 and More!","Lizy Kurian John","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2022.3166680","10.1109/MM.2022.3166680","","2026-04-08","",""
"doi:10.1109/MM.2022.3165863","","d6cd31816e64297287b30d48d059834ef42a6b0c","Special Issue on Hot Chips 33","Alisa Scherer","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2022.3165863","10.1109/MM.2022.3165863","","2026-04-08","",""
"doi:10.1109/MM.2022.3152788","","7aaad790538bb27e80fb9ce6eb0b034d6a0cf368","The AMD Next-Generation ""Zen 3"" Core","Mark Evers","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","25","https://doi.org/10.1109/MM.2022.3152788","10.1109/MM.2022.3152788","2022-05-01","2026-04-08","",""
"doi:10.1109/MM.2022.3164338","","93b0ecf5c33c0e34fded195bd556acfe8e185377","Intel Alder Lake CPU Architectures","Efraim Rotem","2022","IEEE-MICRO","Alder Lake cores, system-on-a-chip, and hybrid architecture were designed to meet the challenging requirements for various traditional, emerging, and real-world computational tasks at extensive power performance points. Alder Lake introduces a revolutionary hybrid architecture with a whole new performance core and efficient core. The revolutionary thread director built into Alder Lake hardware and firmware guides the operating system in scheduling the right task to the right core type. Alder Lake hybrid architecture with Intel thread director delivers the highest power-performance dynamic range and computational density.","dblp","Computer Science","43","https://doi.org/10.1109/MM.2022.3164338","10.1109/MM.2022.3164338","2022-05-01","2026-04-08","",""
"doi:10.1109/MM.2022.3164651","","56fd4b50bb39401a5338ac149128b4e946c49e3b","Aquabolt-XL HBM2-PIM, LPDDR5-PIM With In-Memory Processing, and AXDIMM With Acceleration Buffer","Jin Hyun Kim","2022","IEEE-MICRO","Processing-in-memory (PIM) has been proposed to improve the performance of bandwidth-intensive workloads as well as save energy due to reduced compute-memory data movement. To realize PIM, programmable computing units were integrated with memory cores on an HBM2 device to enable parallel processing and minimize data movement. A graphics processing unit (GPU) system equipped with Samsung Aquabolt-XL HBM2-PIM devices improved microkernel general matrix–vector multiplication and speech recognition applications by 8.9× and 3.5×, respectively, and reduced energy consumption by over 60%. In a Xilinx AlveoU280 system, microkernel GEMV and ADD workload performances improved by 2.8×, and long short-term memory workload improved by 2.54×. Simulations show that a performance gain of over 2.3× may be attained in a system with LP5-PIM for certain transformer-based speech recognition with an energy reduction of 86%. In addition, AXDIMM, a DIMM-level PIM with acceleration buffers, exhibits an 80% performance improvement and a 42.6% energy savings over a regular RDIMM system.","dblp","Computer Science","50","https://doi.org/10.1109/MM.2022.3164651","10.1109/MM.2022.3164651","2022-05-01","2026-04-08","",""
"doi:10.1109/MM.2022.3150684","","5702aba47ec80efdba532082d7d1afd58f69d4f9","Interconnects for DNA, Quantum, In-Memory, and Optical Computing: Insights From a Panel Discussion","Amlan Ganguly","2022","IEEE-MICRO","The computing world is witnessing a proverbial Cambrian explosion of emerging paradigms propelled by applications, such as artificial intelligence, big data, and cybersecurity. The recent advances in technology to store digital data inside a deoxyribonucleic acid (DNA) strand, manipulate quantum bits (qubits), perform logical operations with photons, and perform computations inside memory systems are ushering in the era of emerging paradigms of DNA computing, quantum computing, optical computing, and in-memory computing. In an orthogonal direction, research on interconnect design using advanced electro-optic, wireless, and microfluidic technologies has shown promising solutions to the architectural limitations of traditional von-Neumann computers. In this article, experts present their comments on the role of interconnects in the emerging computing paradigms, and discuss the potential use of chiplet-based architectures for the heterogeneous integration of such technologies.","dblp","Computer Science","16","https://doi.org/10.1109/MM.2022.3150684","10.1109/MM.2022.3150684","2022-05-01","2026-04-08","",""
"doi:10.1109/MM.2022.3151258","","f67ef42bf2ef35372d6028733e73c825e662ee5e","Reducing the Impact of Interjob Interference in Dragonfly Networks Using Virtual Partitions","German Maglione Mathey","2022","IEEE-MICRO","In high-performance computing systems, the interference among applications that share network resources is one of the major causes of performance degradation and increase variability among different executions of the same application. In this article, we propose a virtual partitioning scheme for dragonfly networks that combines a job-allocation policy with a virtual channel (VC) assignment. Our experiments confirm that our proposal offers a better performance than the established schemes, also reducing variability.","dblp","Computer Science","1","https://doi.org/10.1109/MM.2022.3151258","10.1109/MM.2022.3151258","2022-05-01","2026-04-08","",""
"doi:10.1109/MM.2022.3153891","","ac9b6b516b5529da3dced345df0d505d03dfcfd3","Can We Trust Undervolting in FPGA-Based Deep Learning Designs at Harsh Conditions?","Fahrettin Koc","2022","IEEE-MICRO","As more neural networks on field-programmable gate arrays (FPGAs) are used in a wider context, the importance of power efficiency increases. However, the focus on power should never compromise application accuracy. One technique to increase power efficiency is reducing the FPGAs’ supply voltage (“undervolting”), which can cause accuracy problems. Therefore, careful design-time considerations are required for correct configuration without hindering the target accuracy. This fact becomes especially important for autonomous systems, edge computing, or data centers. This study reveals the impact of undervolting in harsh environmental conditions on the accuracy and power efficiency of convolutional neural network benchmarks. We perform comprehensive testing in a calibrated infrastructure at controlled temperatures (between –40 $^{\circ }$∘C and 50 $^{\circ }$∘C) and four distinct humidity levels (50%, 60%, 70%, and 80%) for off-the-shelf FPGAs. We show that the voltage guard-band shift with temperature is linear and propose new reliable undervolting designs providing a 65% increase in power-efficiency Giga-OPs per second (GOPS/W).","dblp","Computer Science","2","https://doi.org/10.1109/MM.2022.3153891","10.1109/MM.2022.3153891","2022-05-01","2026-04-08","",""
"doi:10.1109/MM.2022.3163434","","1a9fd6bd158055c5e2006d9ca134222349ae4072","Review of Patents Issued to Computer Architecture Companies in 2021 - Part II","Joshua J. Yi","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2022.3163434","10.1109/MM.2022.3163434","","2026-04-08","",""
"doi:10.1109/MM.2022.3169245","","692415df7b606294d7aa4b69fd49a3e69de3cbcc","Meet the FaM1ly","Michael Mattioli","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","7","https://doi.org/10.1109/MM.2022.3169245","10.1109/MM.2022.3169245","","2026-04-08","",""
"doi:10.1109/MM.2022.3166265","","21069b69936e59ce1c6f20cc3befe79d20cf4a17","Growth From Breadth and Depth","Shane Greenstein","2022","IEEE-MICRO","[abstract unavailable]","dblp","Computer Science","0","https://doi.org/10.1109/MM.2022.3166265","10.1109/MM.2022.3166265","","2026-04-08","",""
