"paper_id","arxiv_id","s2_paper_id","title","authors","year","venue","abstract","source","categories","citation_count","url","doi","published_date","crawled_date","keep","notes"
"dblp:conf/dac/X22","","","Frontmatter","","2022","DAC","[abstract unavailable]","dblp","","0","https://dblp.org/rec/conf/dac/X22","","","2026-04-08","",""
"doi:10.1145/3489517.3530400","2110.11331","c0c6b6a22f8df44ccfdaf65b30d923e86c36d8e8","QuantumNAT: quantum noise-aware training with noise injection, quantization and normalization","Hanrui Wang","2022","DAC","Parameterized Quantum Circuits (PQC) are promising towards quantum advantage on near-term quantum hardware. However, due to the large quantum noises (errors), the performance of PQC models has a severe degradation on real quantum devices. Take Quantum Neural Network (QNN) as an example, the accuracy gap between noise-free simulation and noisy results on IBMQ-Yorktown for MNIST-4 classification is over 60%. Existing noise mitigation methods are general ones without leveraging unique characteristics of PQC; on the other hand, existing PQC work does not consider noise effect. To this end, we present QuantumNAT, a PQC-specific framework to perform noise-aware optimizations in both training and inference stages to improve robustness. We experimentally observe that the effect of quantum noise to PQC measurement outcome is a linear map from noise-free outcome with a scaling and a shift factor. Motivated by that, we propose post-measurement normalization to mitigate the feature distribution differences between noise-free and noisy scenarios. Furthermore, to improve the robustness against noise, we propose noise injection to the training process by inserting quantum error gates to PQC according to realistic noise models of quantum hardware. Finally, post-measurement quantization is introduced to quantize the measurement outcomes to discrete values, achieving the denoising effect. Extensive experiments on 8 classification tasks using 6 quantum devices demonstrate that QuantumNAT improves accuracy by up to 43%, and achieves over $94 \% 2$-class, $80 \% 4$-class, and $34 \% 10$-class classification accuracy measured on real quantum computers. The code for construction and noise-aware training of PQC is available in the TorchQuantum library.","dblp","Computer Science; Physics","88","https://doi.org/10.1145/3489517.3530400","10.1145/3489517.3530400","2021-10-21","2026-04-08","",""
"doi:10.1145/3489517.3530654","2207.06199","5ed9d97f6c50b5222aa178346d679138cbdad8aa","Optimizing quantum circuit synthesis for permutations using recursion","Cynthia Chen","2022","DAC","We describe a family of recursive methods for the synthesis of qubit permutations on quantum computers with limited qubit connectivity. Two objectives are of importance: circuit size and depth. In each case we combine a scalable heuristic with a nonscalable, yet exact, synthesis.ACM Reference Format:Cynthia Chen, Bruno Schmitt, and Helena Zhang, Lev S. Bishop, Ali JavadiAbhar. 2022. Optimizing Quantum Circuit Synthesis for Permutations Using Recursion. In Proceedings of the 59th ACM/IEEE Design Automation Conference (DAC) (DAC ‘22), July 10-14, 2022, San Francisco, CA, USA. ACM, New York, NY, USA, 6 pages. https://doi.org/10.1145/3489517.3530654","dblp","Computer Science; Physics","6","https://doi.org/10.1145/3489517.3530654","10.1145/3489517.3530654","2022-06-06","2026-04-08","",""
"doi:10.1145/3489517.3530402","","e70baf76f54907196fc739ab42a362b7c6d8dbcf","A fast and scalable qubit-mapping method for noisy intermediate-scale quantum computers","Sunghye Park","2022","DAC","This paper presents an efficient qubit-mapping method that redesigns a quantum circuit to overcome the limitations of qubit connectivity. We propose a recursive graph-isomorphism search to generate the scalable initial mapping. In the main mapping, we use an adaptive look-ahead window search to resolve the connectivity constraint within a short runtime. Compared with the state-of-the-art method [15], our proposed method reduced the number of additional gates by 23% on average and the runtime by 68% for the three largest benchmark circuits. Furthermore, our method improved circuit stability by reducing the circuit depth and thus can be a step forward towards fault tolerance.","dblp","Computer Science","25","https://doi.org/10.1145/3489517.3530402","10.1145/3489517.3530402","2022-06-06","2026-04-08","",""
"doi:10.1145/3489517.3530403","","2b4494865b41d96df24152f55eb4698a2995d896","Optimizing quantum circuit placement via machine learning","Hongxiang Fan","2022","DAC","Quantum circuit placement (QCP) is the process of mapping the synthesized logical quantum programs on physical quantum machines, which introduces additional SWAP gates and affects the performance of quantum circuits. Nevertheless, determining the minimal number of SWAP gates has been demonstrated to be an $\mathcal{N} \mathcal{P}$-complete problem. Various heuristic approaches have been proposed to address QCP, but they suffer from suboptimality due to the lack of exploration. Although exact approaches can achieve higher optimality, they are not scalable for large quantum circuits due to the massive design space and expensive runtime. By formulating QCP as a bilevel optimization problem, this paper proposes a novel machine learning (ML)-based framework to tackle this challenge. To address the lower-level combinatorial optimization problem, we adopt a policy-based deep reinforcement learning (DRL) algorithm with knowledge transfer to enable the generalization ability of our framework. An evolutionary algorithm is then deployed to solve the upper-level discrete search problem, which optimizes the initial mapping with a lower SWAP cost. The proposed ML-based approach provides a new paradigm to overcome the drawbacks in both traditional heuristic and exact approaches while enabling the exploration of optimality-runtime trade-off. Compared with the leading heuristic approaches, our ML-based method significantly reduces the SWAP cost by up to 100%. In comparison with the leading exact search, our proposed algorithm achieves the same level of optimality while reducing the runtime cost by up to 40 times.","dblp","Computer Science","36","https://doi.org/10.1145/3489517.3530403","10.1145/3489517.3530403","2022-06-06","2026-04-08","",""
"doi:10.1145/3489517.3530678","2111.11986","cb795b5524054f7776dee9f6bc9111dbe6db5edf","HERO: hessian-enhanced robust optimization for unifying and improving generalization and quantization performance","Huanrui Yang","2022","DAC","With the recent demand of deploying neural network models on mobile and edge devices, it is desired to improve the model’s generalizability on unseen testing data, as well as enhance the model’s robustness under fixed-point quantization for efficient deployment. Minimizing the training loss, however, provides few guarantees on the generalization and quantization performance. In this work, we fulfill the need of improving generalization and quantization performance simultaneously by theoretically unifying them under the framework of improving the model’s robustness against bounded weight perturbation and minimizing the eigenvalues of the Hessian matrix with respect to model weights. We therefore propose HERO, a Hessian-enhanced robust optimization method, to minimize the Hessian eigenvalues through a gradient-based training process, simultaneously improving the generalization and quantization performance. HERO enables up to a 3.8% gain on test accuracy, up to 30% higher accuracy under 80% training label perturbation, and the best post-training quantization accuracy across a wide range of precision, including a $\lt 10 \%$ accuracy improvement over SGD-trained models for common model architectures on various datasets.ACM Reference Format:Huanrui Yang*, Xiaoxuan Yang*, Neil Zhenqiang Gong and Yiran Chen. 2022. HERO: Hessian-Enhanced Robust Optimization for Unifying and Improving Generalization and Quantization Performance. In Proceedings of the 59th ACM/IEEE Design Automation Conference (DAC) (DAC ‘22), July 10-14, 2022, San Francisco, CA, USA. ACM, New York, NY, USA, 6 pages. https://doi.org/10.1145/3489517.3530678","dblp","Computer Science; Mathematics","13","https://doi.org/10.1145/3489517.3530678","10.1145/3489517.3530678","2021-11-23","2026-04-08","",""
"doi:10.1145/3489517.3530653","","dea60300d6e62b08df58fe78d52c49e34b57d33c","Neural computation for robust and holographic face detection","Mohsen Imani","2022","DAC","Face detection is an essential component of many tasks in computer vision with several applications. However, existing deep learning solutions are significantly slow and inefficient to enable face detection on embedded platforms. In this paper, we propose HDFace, a novel framework for highly efficient and robust face detection. HDFace exploits HyperDimensional Computing (HDC) as a neurallyinspired computational paradigm that mimics important brain functionalities towards high-efficiency and noise-tolerant computation. We first develop a novel technique that enables HDC to perform stochastic arithmetic computations over binary hypervectors. Next, we expand these arithmetic for efficient and robust processing of feature extraction algorithms in hyperspace. Finally, we develop an adaptive hyperdimensional classification algorithm for effective and robust face detection. We evaluate the effectiveness of HDFace on large-scale emotion detection and face detection applications. Our results indicate that HDFace provides, on average, $6.1 \times(4.6 \times)$ speedup and $3.0 \times(12.1 \times)$ energy efficiency as compared to neural networks running on CPU (FPGA), respectively.ACM Reference Format:Mohsen Imani ${ }^{1 *}$, Ali Zakeri1|, Hanning Chen1|, TaeHyun Kim2, Prathyush Poduval3, Hyunsei Lee4, Yeseong Kim4, Elaheh Sadredini5 and Farhad Imani6. 2022. Neural Computation for Robust and Holographic Face Detection. In Proceedings of the 59th ACM/IEEE Design Automation Conference (DAC) (DAC ‘22), July 10-14, 2022, San Francisco, CA, USA. ACM, New York, NY, USA, 6 pages. https://doi.org/10.1145/3489517.3530653","dblp","Computer Science","31","https://doi.org/10.1145/3489517.3530653","10.1145/3489517.3530653","2022-06-06","2026-04-08","",""
"doi:10.1145/3489517.3530394","","6d7099e4bfe8259a33fea17dc8f9a4c8ea98b7e9","FHDnn: communication efficient and robust federated learning for AIoT networks","Rishikanth Chandrasekaran","2022","DAC","The advent of IoT and advances in edge computing inspired federated learning, a distributed algorithm to enable on device learning. Transmission costs, unreliable networks and limited compute power all of which are typical characteristics of IoT networks pose a severe bottleneck for federated learning. In this work we propose FHDnn, a synergetic federated learning framework that combines the salient aspects of CNNs and Hyperdimensional Computing. FHDnn performs hyperdimensional learning on features extracted from a self-supervised contrastive learning framework to accelerate training, lower communication costs, and increase robustness to network errors by avoiding the transmission of the CNN and training only the hyperdimensional component. Compared to CNNs, we show through experiments that FHDnn reduces communication costs by $66 \times$, local client compute and energy consumption by $1.5-6 \times$, while being highly robust to network errors with minimal loss in accuracy.CCS Concepts• Computing methodologies ← Machine learning.ACM Reference Format:Rishikanth Chandrasekaran*, Kazim Ergun*, Jihyun Lee, Dhanush Nanjunda, Jaeyoung Kang, Tajana Rosing. 2022. FHDnn: Communication Efficient and Robust Federated Learning for AIoT Networks. In Proceedings of the 59th ACM/IEEE Design Automation Conference (DAC) (DAC ‘22), July 10-14, 2022, San Francisco, CA, USA. ACM, New York, NY, USA, 6 pages. https://doi.org/10. 1145/3489517.3530394","dblp","Computer Science","27","https://doi.org/10.1145/3489517.3530394","10.1145/3489517.3530394","2022-06-06","2026-04-08","",""
"doi:10.1145/3489517.3530395","","ff95df865a830709684633bd2dc14d90f4971749","ODHD: one-class brain-inspired hyperdimensional computing for outlier detection","Ruixuan Wang","2022","DAC","Outlier detection is a classical and important technique that has been used in different application domains such as medical diagnosis and Internet-of-Things. Recently, machine learning-based outlier detection algorithms, such as one-class support vector machine (OCSVM), isolation forest and autoencoder, have demonstrated promising results in outlier detection. In this paper, we take a radical departure from these classical learning methods and propose ODHD, an outlier detection method based on hyperdimensional computing (HDC). In ODHD, the outlier detection process is based on a P-U learning structure, in which we train a one-class HV based on inlier samples. This HV represents the abstraction information of all inlier samples; hence, any (testing) sample whose corresponding HV is dissimilar from this HV will be considered as an outlier. We perform an extensive evaluation using six datasets across different application domains and compare ODHD with multiple baseline methods including OCSVM, isolation forest, and autoencoder using three metrics including accuracy, F1 score and ROC-AUC. Experimental results show that ODHD outperforms all the baseline methods on every dataset for every metric. Moreover, we perform a design space exploration for ODHD to illustrate the tradeoff between performance and efficiency. The promising results presented in this paper provide a viable option and alternative to traditional learning algorithms for outlier detection.","dblp","Computer Science","17","https://doi.org/10.1145/3489517.3530395","10.1145/3489517.3530395","2022-06-06","2026-04-08","",""
"doi:10.1145/3489517.3530408","2201.06848","16578508e6a9b2d27563b56a06ada277d9e56e57","High-level synthesis performance prediction using GNNs: benchmarking, modeling, and advancing","Nan Wu","2022","DAC","Agile hardware development requires fast and accurate circuit quality evaluation from early design stages. Existing work of high-level synthesis (HLS) performance prediction usually requires extensive feature engineering after the synthesis process. To expedite circuit evaluation from as early design stage as possible, we propose rapid and accurate performance prediction methods, which exploit the representation power of graph neural networks (GNNs) by representing C/C++ programs as graphs. The contribution of this work is three-fold. (1) Benchmarking. We build a standard benchmark suite with 40 k C programs, which includes synthetic programs and three sets of real-world HLS benchmarks. Each program is synthesized and implemented on FPGA to obtain post place-and-route performance metrics as the ground truth. (2) Modeling. We formally formulate the HLS performance prediction problem on graphs and propose multiple modeling strategies with GNNs that leverage different trade-offs between prediction timeliness (early/late prediction) and accuracy. (3) Advancing. We further propose a novel hierarchical GNN that does not sacrifice timeliness but largely improves prediction accuracy, significantly outperforming HLS tools. We apply extensive evaluations for both synthetic and unseen real-case programs; our proposed predictor largely outperforms HLS by up to $40 \times$ and excels existing predictors by $2 \times$ to $5 \times$ in terms of resource usage and timing prediction. The benchmark and explored GNN models are publicly available at https://github.com/lydiawunan/HLS-Perf-Prediction-with-GNNs.","dblp","Computer Science","73","https://doi.org/10.1145/3489517.3530408","10.1145/3489517.3530408","2022-01-18","2026-04-08","",""
